Open,High,Low,Close,Volume,ExDividend,SplitRatio,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolume
84.27,85.33,82.48,84.0399,13942600.0,0.0,1.0,84.27,85.33,82.48,84.0399,13942600.0
83.0,84.05,81.51,82.7,12855600.0,0.0,1.0,83.0,84.05,81.51,82.7,12855600.0
83.7,83.73,78.0,78.54,14104500.0,0.0,1.0,83.7,83.73,78.0,78.54,14104500.0
78.1,78.15,75.06,77.31,16918000.0,0.0,1.0,78.1,78.15,75.06,77.31,16918000.0
77.86,79.76,76.12,79.71,10361600.0,0.0,1.0,77.86,79.76,76.12,79.71,10361600.0
79.54,80.75,76.71,76.7999,7987500.0,0.0,1.0,79.54,80.75,76.71,76.7999,7987500.0
77.06,79.0,76.6,79.0,9002900.0,0.0,1.0,77.06,79.0,76.6,79.0,9002900.0
78.55,80.0,77.89,79.14,8059300.0,0.0,1.0,78.55,80.0,77.89,79.14,8059300.0
79.77,79.88,76.56,77.78,8244800.0,0.0,1.0,79.77,79.88,76.56,77.78,8244800.0
76.4,77.26,74.11,74.11,8348400.0,0.0,1.0,76.4,77.26,74.11,74.11,8348400.0
73.15,76.5,72.37,74.7801,9067600.0,0.0,1.0,73.15,76.5,72.37,74.7801,9067600.0
76.09,76.32,74.7,74.87,6068600.0,0.0,1.0,76.09,76.32,74.7,74.87,6068600.0
74.79,74.79,72.92,73.45,5946200.0,0.0,1.0,74.79,74.79,72.92,73.45,5946200.0
72.97,75.15,72.26,72.38,6375900.0,0.0,1.0,72.97,75.15,72.26,72.38,6375900.0
72.0,73.24,70.05,72.79,10787300.0,0.0,1.0,72.0,73.24,70.05,72.79,10787300.0
74.49,75.04,73.11,75.02,7240600.0,0.0,1.0,74.49,75.04,73.11,75.02,7240600.0
74.98,75.28,73.8001,74.7,5916100.0,0.0,1.0,74.98,75.28,73.8001,74.7,5916100.0
74.21,77.83,74.09,77.49,8429100.0,0.0,1.0,74.21,77.83,74.09,77.49,8429100.0
78.24,79.49,77.84,78.5,6848100.0,0.0,1.0,78.24,79.49,77.84,78.5,6848100.0
78.94,79.0,76.51,77.3,5665000.0,0.0,1.0,78.94,79.0,76.51,77.3,5665000.0
76.8,79.4,76.69,79.25,5665700.0,0.0,1.0,76.8,79.4,76.69,79.25,5665700.0
80.56,80.8,78.42,78.65,6951300.0,0.0,1.0,80.56,80.8,78.42,78.65,6951300.0
77.86,78.65,76.08,76.22,5767000.0,0.0,1.0,77.86,78.65,76.08,76.22,5767000.0
76.96,79.05,76.86,79.05,5076800.0,0.0,1.0,76.96,79.05,76.86,79.05,5076800.0
78.4,80.11,78.3,78.68,4628800.0,0.0,1.0,78.4,80.11,78.3,78.68,4628800.0
80.0,80.53,79.7,79.91,6157400.0,0.0,1.0,80.0,80.53,79.7,79.91,6157400.0
79.9,83.53,79.73,82.7,8266000.0,0.0,1.0,79.9,83.53,79.73,82.7,8266000.0
82.24,84.89,82.22,83.75,9062200.0,0.0,1.0,82.24,84.89,82.22,83.75,9062200.0
84.5,86.46,82.85,86.21,8826900.0,0.0,1.0,84.5,86.46,82.85,86.21,8826900.0
84.7,84.97,83.21,84.52,8231200.0,0.0,1.0,84.7,84.97,83.21,84.52,8231200.0
84.93,85.16,82.51,83.34,5366900.0,0.0,1.0,84.93,85.16,82.51,83.34,5366900.0
84.17,86.61,83.53,86.28,6859800.0,0.0,1.0,84.17,86.61,83.53,86.28,6859800.0
86.07,88.89,85.97,87.3,9030300.0,0.0,1.0,86.07,88.89,85.97,87.3,9030300.0
87.95,88.07,86.5,87.26,5983500.0,0.0,1.0,87.95,88.07,86.5,87.26,5983500.0
86.41,88.09,86.31,87.77,3954700.0,0.0,1.0,86.41,88.09,86.31,87.77,3954700.0
86.98,87.34,85.98,86.91,4484500.0,0.0,1.0,86.98,87.34,85.98,86.91,4484500.0
87.38,91.6,86.71,88.75,8924400.0,0.0,1.0,87.38,91.6,86.71,88.75,8924400.0
89.52,89.82,88.26,89.0,6458700.0,0.0,1.0,89.52,89.82,88.26,89.0,6458700.0
88.9,90.416,88.82,89.65,5780800.0,0.0,1.0,88.9,90.416,88.82,89.65,5780800.0
90.29,91.9,89.65,91.3,6524500.0,0.0,1.0,90.29,91.9,89.65,91.3,6524500.0
91.29,93.75,90.81,92.59,5321800.0,0.0,1.0,91.29,93.75,90.81,92.59,5321800.0
91.99,93.5,90.95,93.4799,5800300.0,0.0,1.0,91.99,93.5,90.95,93.4799,5800300.0
94.04,94.26,92.29,93.43,5770300.0,0.0,1.0,94.04,94.26,92.29,93.43,5770300.0
94.07,94.11,93.1051,93.38,2812700.0,0.0,1.0,94.07,94.11,93.1051,93.38,2812700.0
92.77,93.6,91.7,93.15,4813700.0,0.0,1.0,92.77,93.6,91.7,93.15,4813700.0
93.42,94.1,92.83,93.41,5397400.0,0.0,1.0,93.42,94.1,92.83,93.41,5397400.0
93.865,93.9,91.4,92.36,4867200.0,0.0,1.0,93.865,93.9,91.4,92.36,4867200.0
92.19,92.8,91.78,92.455,5052200.0,0.0,1.0,92.19,92.8,91.78,92.455,5052200.0
92.55,92.57,91.45,92.26,3318300.0,0.0,1.0,92.55,92.57,91.45,92.26,3318300.0
93.55,93.71,92.34,93.43,5523500.0,0.0,1.0,93.55,93.71,92.34,93.43,5523500.0
94.22,95.85,94.0,95.85,7428400.0,0.0,1.0,94.22,95.85,94.0,95.85,7428400.0
96.59,96.73,94.75,95.3237,7144600.0,0.0,1.0,96.59,96.73,94.75,95.3237,7144600.0
95.5,95.7483,94.37,94.66,5567800.0,0.0,1.0,95.5,95.7483,94.37,94.66,5567800.0
95.33,95.74,88.13,89.34,9822400.0,0.0,1.0,95.33,95.74,88.13,89.34,9822400.0
89.42,92.39,88.9187,92.37,8359900.0,0.0,1.0,89.42,92.39,88.9187,92.37,8359900.0
91.8,92.12,90.1,90.53,5608800.0,0.0,1.0,91.8,92.12,90.1,90.53,5608800.0
88.69,90.05,88.5,89.53,8511500.0,0.0,1.0,88.69,90.05,88.5,89.53,8511500.0
91.9,91.9,89.06,90.55,7678700.0,0.0,1.0,91.9,91.9,89.06,90.55,7678700.0
89.37,90.43,89.15,89.85,5329500.0,0.0,1.0,89.37,90.43,89.15,89.85,5329500.0
89.93,90.65,89.32,89.76,9126200.0,0.0,1.0,89.93,90.65,89.32,89.76,9126200.0
89.25,91.69,89.02,91.29,9868400.0,0.0,1.0,89.25,91.69,89.02,91.29,9868400.0
95.28,101.09,94.21,100.82,41761800.0,0.0,1.0,95.28,101.09,94.21,100.82,41761800.0
90.87,90.88,83.27,88.73,41617400.0,0.0,1.0,90.87,90.88,83.27,88.73,41617400.0
88.23,89.5,86.32,88.21,11630900.0,0.0,1.0,88.23,89.5,86.32,88.21,11630900.0
89.0,90.88,87.7,90.0,8826200.0,0.0,1.0,89.0,90.88,87.7,90.0,8826200.0
90.41,91.47,89.48,90.1,7097200.0,0.0,1.0,90.41,91.47,89.48,90.1,7097200.0
89.67,90.65,88.05,88.24,5405400.0,0.0,1.0,89.67,90.65,88.05,88.24,5405400.0
88.05,89.6,87.0,89.15,7044800.0,0.0,1.0,88.05,89.6,87.0,89.15,7044800.0
87.75,89.58,86.5,87.65,8265700.0,0.0,1.0,87.75,89.58,86.5,87.65,8265700.0
88.0,88.12,83.5,85.98,10230500.0,0.0,1.0,88.0,88.12,83.5,85.98,10230500.0
84.83,86.02,82.76,84.37,7453100.0,0.0,1.0,84.83,86.02,82.76,84.37,7453100.0
84.6,87.5,84.37,87.27,7934000.0,0.0,1.0,84.6,87.5,84.37,87.27,7934000.0
86.41,89.16,86.16,87.0438,8397800.0,0.0,1.0,86.41,89.16,86.16,87.0438,8397800.0
86.8,86.96,81.4,83.58,11803200.0,0.0,1.0,86.8,86.96,81.4,83.58,11803200.0
82.42,82.42,78.84,78.89,11620200.0,0.0,1.0,82.42,82.42,78.84,78.89,11620200.0
78.26,80.09,76.5,77.0,9396900.0,0.0,1.0,78.26,80.09,76.5,77.0,9396900.0
77.91,80.05,77.8,79.86,9496300.0,0.0,1.0,77.91,80.05,77.8,79.86,9496300.0
80.4,81.15,78.15,78.51,8427400.0,0.0,1.0,80.4,81.15,78.15,78.51,8427400.0
79.43,79.73,76.7,77.85,7831500.0,0.0,1.0,79.43,79.73,76.7,77.85,7831500.0
77.01,78.99,76.63,78.6,7114100.0,0.0,1.0,77.01,78.99,76.63,78.6,7114100.0
78.83,79.75,77.94,79.18,8649800.0,0.0,1.0,78.83,79.75,77.94,79.18,8649800.0
79.86,82.0,78.31,80.39,11610000.0,0.0,1.0,79.86,82.0,78.31,80.39,11610000.0
79.24,80.86,78.65,79.76,6678300.0,0.0,1.0,79.24,80.86,78.65,79.76,6678300.0
80.11,81.45,78.98,81.43,2780900.0,0.0,1.0,80.11,81.45,78.98,81.43,2780900.0
82.3,84.49,81.14,81.3035,8610500.0,0.0,1.0,82.3,84.49,81.14,81.3035,8610500.0
82.92,85.65,82.21,85.59,8634200.0,0.0,1.0,82.92,85.65,82.21,85.59,8634200.0
87.55,90.57,86.75,90.3,11403400.0,0.0,1.0,87.55,90.57,86.75,90.3,11403400.0
89.89,91.47,88.68,89.15,6977100.0,0.0,1.0,89.89,91.47,88.68,89.15,6977100.0
90.56,91.08,88.3148,90.56,6881600.0,0.0,1.0,90.56,91.08,88.3148,90.56,6881600.0
90.03,92.25,89.77,90.91,6000500.0,0.0,1.0,90.03,92.25,89.77,90.91,6000500.0
90.04,94.56,90.04,94.41,7337900.0,0.0,1.0,90.04,94.56,90.04,94.41,7337900.0
94.99,94.99,91.98,93.19,6608600.0,0.0,1.0,94.99,94.99,91.98,93.19,6608600.0
93.28,95.0,92.83,94.21,5472700.0,0.0,1.0,93.28,95.0,92.83,94.21,5472700.0
94.56,94.68,92.91,94.31,3934800.0,0.0,1.0,94.56,94.68,92.91,94.31,3934800.0
94.31,94.35,92.3,93.02,5180600.0,0.0,1.0,94.31,94.35,92.3,93.02,5180600.0
93.1,95.94,90.75,90.75,10269600.0,0.0,1.0,93.1,95.94,90.75,90.75,10269600.0
92.84,93.75,89.32,91.28,7228100.0,0.0,1.0,92.84,93.75,89.32,91.28,7228100.0
91.05,93.0,90.63,92.4,6046300.0,0.0,1.0,91.05,93.0,90.63,92.4,6046300.0
90.77,91.24,88.93,89.08,6002300.0,0.0,1.0,90.77,91.24,88.93,89.08,6002300.0
89.01,89.06,84.99,85.09,7697700.0,0.0,1.0,89.01,89.06,84.99,85.09,7697700.0
85.83,87.46,83.86,86.89,7266100.0,0.0,1.0,85.83,87.46,83.86,86.89,7266100.0
86.94,89.95,86.83,89.38,7616200.0,0.0,1.0,86.94,89.95,86.83,89.38,7616200.0
90.14,90.75,89.09,90.58,5879800.0,0.0,1.0,90.14,90.75,89.09,90.58,5879800.0
91.38,92.28,90.39,91.26,6604900.0,0.0,1.0,91.38,92.28,90.39,91.26,6604900.0
91.05,91.56,90.3,91.01,2017100.0,0.0,1.0,91.05,91.56,90.3,91.01,2017100.0
91.48,93.94,90.5,92.85,5442200.0,0.0,1.0,91.48,93.94,90.5,92.85,5442200.0
92.67,95.29,92.5,94.25,7113700.0,0.0,1.0,92.67,95.29,92.5,94.25,7113700.0
95.27,95.9,92.1,94.45,7587900.0,0.0,1.0,95.27,95.9,92.1,94.45,7587900.0
93.81,94.37,92.45,92.64,5755200.0,0.0,1.0,93.81,94.37,92.45,92.64,5755200.0
95.35,97.43,94.7,96.25,13858700.0,0.0,1.0,95.35,97.43,94.7,96.25,13858700.0
96.06,97.25,94.52,95.21,9122500.0,0.0,1.0,96.06,97.25,94.52,95.21,9122500.0
93.26,93.4,88.5,88.79,10270000.0,0.0,1.0,93.26,93.4,88.5,88.79,10270000.0
88.62,90.57,85.47,88.82,9981600.0,0.0,1.0,88.62,90.57,85.47,88.82,9981600.0
87.55,91.83,86.93,87.88,12283300.0,0.0,1.0,87.55,91.83,86.93,87.88,12283300.0
87.56,87.8,80.24,85.22,16410900.0,0.0,1.0,87.56,87.8,80.24,85.22,16410900.0
83.98,85.97,82.97,84.26,11609900.0,0.0,1.0,83.98,85.97,82.97,84.26,11609900.0
84.03,84.03,80.29,81.08,10624300.0,0.0,1.0,84.03,84.03,80.29,81.08,10624300.0
82.18,83.32,78.87,82.87,9056100.0,0.0,1.0,82.18,83.32,78.87,82.87,9056100.0
80.485,81.01,78.51,80.24,9655900.0,0.0,1.0,80.485,81.01,78.51,80.24,9655900.0
79.58,82.36,78.44,80.35,12407000.0,0.0,1.0,79.58,82.36,78.44,80.35,12407000.0
80.16,82.25,79.54,80.12,9900900.0,0.0,1.0,80.16,82.25,79.54,80.12,9900900.0
79.93,82.31,78.04,79.76,13364300.0,0.0,1.0,79.93,82.31,78.04,79.76,13364300.0
73.58,79.72,72.22,78.48,12822200.0,0.0,1.0,73.58,79.72,72.22,78.48,12822200.0
75.6,76.8,69.95,73.97,20405700.0,0.0,1.0,75.6,76.8,69.95,73.97,20405700.0
74.53,77.88,74.19,77.67,9886600.0,0.0,1.0,74.53,77.88,74.19,77.67,9886600.0
78.69,81.43,76.33,77.6,10027600.0,0.0,1.0,78.69,81.43,76.33,77.6,10027600.0
76.91,77.4,74.34,75.82,8505300.0,0.0,1.0,76.91,77.4,74.34,75.82,8505300.0
75.77,75.9,72.06,73.95,9958000.0,0.0,1.0,75.77,75.9,72.06,73.95,9958000.0
73.54,77.42,73.25,74.21,25298700.0,0.0,1.0,73.54,77.42,73.25,74.21,25298700.0
68.91,78.87,68.84,77.7,42885900.0,0.0,1.0,68.91,78.87,68.84,77.7,42885900.0
79.02,79.4,73.37,74.63,16361000.0,0.0,1.0,79.02,79.4,73.37,74.63,16361000.0
74.5,76.66,73.9,73.95,9155200.0,0.0,1.0,74.5,76.66,73.9,73.95,9155200.0
72.8,74.21,72.0,72.09,9633900.0,0.0,1.0,72.8,74.21,72.0,72.09,9633900.0
72.3,72.4299,68.17,68.49,12399500.0,0.0,1.0,72.3,72.4299,68.17,68.49,12399500.0
67.37,72.71,67.22,70.91,14501700.0,0.0,1.0,67.37,72.71,67.22,70.91,14501700.0
73.4,74.6,72.52,73.5,11700400.0,0.0,1.0,73.4,74.6,72.52,73.5,11700400.0
73.14,75.96,72.77,75.19,7763700.0,0.0,1.0,73.14,75.96,72.77,75.19,7763700.0
75.43,77.05,73.79,74.45,9449000.0,0.0,1.0,75.43,77.05,73.79,74.45,9449000.0
74.98,78.85,73.27,77.73,11070300.0,0.0,1.0,74.98,78.85,73.27,77.73,11070300.0
77.73,77.88,75.18,75.8,7497200.0,0.0,1.0,77.73,77.88,75.18,75.8,7497200.0
75.0,75.19,71.94,72.96,11120100.0,0.0,1.0,75.0,75.19,71.94,72.96,11120100.0
73.54,74.0,71.55,72.08,7109200.0,0.0,1.0,73.54,74.0,71.55,72.08,7109200.0
71.9,73.88,71.1,73.64,6450700.0,0.0,1.0,71.9,73.88,71.1,73.64,6450700.0
73.94,74.21,69.37,69.9,13150800.0,0.0,1.0,73.94,74.21,69.37,69.9,13150800.0
70.54,72.21,69.86,72.08,12342700.0,0.0,1.0,70.54,72.21,69.86,72.08,12342700.0
72.35,73.5,71.41,73.27,7858200.0,0.0,1.0,72.35,73.5,71.41,73.27,7858200.0
71.91,73.5,70.28,71.69,9891300.0,0.0,1.0,71.91,73.5,70.28,71.69,9891300.0
70.68,71.48,69.57,70.87,8930500.0,0.0,1.0,70.68,71.48,69.57,70.87,8930500.0
70.3,70.6,67.11,67.85,13167800.0,0.0,1.0,70.3,70.6,67.11,67.85,13167800.0
66.81,67.5,63.97,64.47,11664600.0,0.0,1.0,66.81,67.5,63.97,64.47,11664600.0
63.59,64.49,61.2,62.43,13721100.0,0.0,1.0,63.59,64.49,61.2,62.43,13721100.0
61.67,66.6,61.23,65.34,16703600.0,0.0,1.0,61.67,66.6,61.23,65.34,16703600.0
65.66,66.34,63.82,64.9901,11126400.0,0.0,1.0,65.66,66.34,63.82,64.9901,11126400.0
64.75,65.46,62.5,62.74,8343300.0,0.0,1.0,64.75,65.46,62.5,62.74,8343300.0
62.2,64.87,62.01,64.09,10438100.0,0.0,1.0,62.2,64.87,62.01,64.09,10438100.0
63.9,65.15,62.91,63.47,9321000.0,0.0,1.0,63.9,65.15,62.91,63.47,9321000.0
65.95,67.17,63.71,67.15,9742900.0,0.0,1.0,65.95,67.17,63.71,67.15,9742900.0
66.77,68.23,65.64,66.51,7748800.0,0.0,1.0,66.77,68.23,65.64,66.51,7748800.0
65.11,69.55,64.366,68.32,10707500.0,0.0,1.0,65.11,69.55,64.366,68.32,10707500.0
68.61,70.68,66.06,68.22,12420700.0,0.0,1.0,68.61,70.68,66.06,68.22,12420700.0
65.72,67.79,64.92,66.53,9709100.0,0.0,1.0,65.72,67.79,64.92,66.53,9709100.0
68.25,71.928,67.59,71.7,9550700.0,0.0,1.0,68.25,71.928,67.59,71.7,9550700.0
71.1,74.0,70.17,70.17,11041900.0,0.0,1.0,71.1,74.0,70.17,70.17,11041900.0
70.17,73.49,69.38,73.19,11410700.0,0.0,1.0,70.17,73.49,69.38,73.19,11410700.0
73.82,76.93,72.75,75.95,9395400.0,0.0,1.0,73.82,76.93,72.75,75.95,9395400.0
75.83,76.2899,74.05,75.17,6327500.0,0.0,1.0,75.83,76.2899,74.05,75.17,6327500.0
74.14,75.12,73.24,73.8,6285100.0,0.0,1.0,74.14,75.12,73.24,73.8,6285100.0
74.37,74.69,70.7983,70.8,7942400.0,0.0,1.0,74.37,74.69,70.7983,70.8,7942400.0
71.0,72.21,69.26,69.76,5279100.0,0.0,1.0,71.0,72.21,69.26,69.76,5279100.0
70.25,71.64,69.63,71.3,5470300.0,0.0,1.0,70.25,71.64,69.63,71.3,5470300.0
74.925,77.09,72.76,76.7,9734000.0,0.0,1.0,74.925,77.09,72.76,76.7,9734000.0
77.08,79.0,76.12,77.37,8592400.0,0.0,1.0,77.08,79.0,76.12,77.37,8592400.0
75.15,76.01,73.81,74.94,8149900.0,0.0,1.0,75.15,76.01,73.81,74.94,8149900.0
75.26,77.83,74.28,76.87,7152800.0,0.0,1.0,75.26,77.83,74.28,76.87,7152800.0
77.36,78.43,76.0,76.9,6672400.0,0.0,1.0,77.36,78.43,76.0,76.9,6672400.0
76.4,77.61,75.5,77.3,4966000.0,0.0,1.0,76.4,77.61,75.5,77.3,4966000.0
76.56,76.67,73.66,74.39,6660300.0,0.0,1.0,76.56,76.67,73.66,74.39,6660300.0
74.48,75.49,72.73,74.83,6255500.0,0.0,1.0,74.48,75.49,72.73,74.83,6255500.0
73.84,74.3,71.62,71.99,6785600.0,0.0,1.0,73.84,74.3,71.62,71.99,6785600.0
71.7,74.0,71.29,72.61,4354500.0,0.0,1.0,71.7,74.0,71.29,72.61,4354500.0
73.44,73.98,70.65,72.5,6813100.0,0.0,1.0,73.44,73.98,70.65,72.5,6813100.0
73.21,75.0,72.94,74.59,6746800.0,0.0,1.0,73.21,75.0,72.94,74.59,6746800.0
74.19,75.02,73.61,74.04,6220000.0,0.0,1.0,74.19,75.02,73.61,74.04,6220000.0
76.42,82.0,76.32,80.1,16791300.0,0.0,1.0,76.42,82.0,76.32,80.1,16791300.0
80.25,81.34,79.06,80.18,9335400.0,0.0,1.0,80.25,81.34,79.06,80.18,9335400.0
79.94,79.94,77.54,79.6,7245000.0,0.0,1.0,79.94,79.94,77.54,79.6,7245000.0
80.25,82.64,78.74,81.0,19250400.0,0.0,1.0,80.25,82.64,78.74,81.0,19250400.0
77.8,80.53,76.93,77.69,21073500.0,0.0,1.0,77.8,80.53,76.93,77.69,21073500.0
78.0,81.32,77.26,80.86,9456500.0,0.0,1.0,78.0,81.32,77.26,80.86,9456500.0
80.49,82.5,80.12,81.97,10991900.0,0.0,1.0,80.49,82.5,80.12,81.97,10991900.0
81.42,81.77,79.86,80.74,6726400.0,0.0,1.0,81.42,81.77,79.86,80.74,6726400.0
80.73,81.34,77.92,78.63,7875700.0,0.0,1.0,80.73,81.34,77.92,78.63,7875700.0
78.74,80.01,77.97,79.36,7197000.0,0.0,1.0,78.74,80.01,77.97,79.36,7197000.0
80.38,81.2,76.4,77.31,8154900.0,0.0,1.0,80.38,81.2,76.4,77.31,8154900.0
77.27,77.77,75.87,75.92,5647400.0,0.0,1.0,77.27,77.77,75.87,75.92,5647400.0
75.5,76.77,75.05,75.71,6545700.0,0.0,1.0,75.5,76.77,75.05,75.71,6545700.0
75.26,76.64,73.09,73.18,8376600.0,0.0,1.0,75.26,76.64,73.09,73.18,8376600.0
73.73,74.16,71.56,72.79,8131300.0,0.0,1.0,73.73,74.16,71.56,72.79,8131300.0
72.2,73.34,71.66,72.41,4243500.0,0.0,1.0,72.2,73.34,71.66,72.41,4243500.0
73.1,74.93,71.78,74.53,7215400.0,0.0,1.0,73.1,74.93,71.78,74.53,7215400.0
74.72,74.96,73.31,74.56,5020800.0,0.0,1.0,74.72,74.96,73.31,74.56,5020800.0
74.92,75.75,73.98,74.2,4589200.0,0.0,1.0,74.92,75.75,73.98,74.2,4589200.0
73.89,76.32,73.55,76.12,6917700.0,0.0,1.0,73.89,76.32,73.55,76.12,6917700.0
76.42,76.83,74.86,76.46,6206700.0,0.0,1.0,76.42,76.83,74.86,76.46,6206700.0
79.0,84.75,78.86,82.29,18684800.0,0.0,1.0,79.0,84.75,78.86,82.29,18684800.0
82.17,82.7,80.03,80.72,7912200.0,0.0,1.0,82.17,82.7,80.03,80.72,7912200.0
80.46,81.15,77.5,78.3,7070500.0,0.0,1.0,80.46,81.15,77.5,78.3,7070500.0
78.42,79.69,78.0,79.26,5390600.0,0.0,1.0,78.42,79.69,78.0,79.26,5390600.0
78.55,78.87,77.43,78.35,6331900.0,0.0,1.0,78.55,78.87,77.43,78.35,6331900.0
78.25,80.9,77.97,80.62,10108200.0,0.0,1.0,78.25,80.9,77.97,80.62,10108200.0
80.54,80.79,78.99,80.08,6700600.0,0.0,1.0,80.54,80.79,78.99,80.08,6700600.0
80.61,81.96,80.17,80.35,6857600.0,0.0,1.0,80.61,81.96,80.17,80.35,6857600.0
80.58,81.77,80.3,81.62,5270600.0,0.0,1.0,80.58,81.77,80.3,81.62,5270600.0
81.54,81.57,80.05,80.23,6215200.0,0.0,1.0,81.54,81.57,80.05,80.23,6215200.0
80.71,81.89,79.26,80.11,5870000.0,0.0,1.0,80.71,81.89,79.26,80.11,5870000.0
80.11,81.82,79.72,81.5,6458300.0,0.0,1.0,80.11,81.82,79.72,81.5,6458300.0
82.0,84.88,81.8,84.51,8938700.0,0.0,1.0,82.0,84.88,81.8,84.51,8938700.0
83.19,83.64,80.56,80.63,7843700.0,0.0,1.0,83.19,83.64,80.56,80.63,7843700.0
81.43,81.53,78.12,79.43,6537300.0,0.0,1.0,81.43,81.53,78.12,79.43,6537300.0
78.2,81.04,78.2,79.62,6065600.0,0.0,1.0,78.2,81.04,78.2,79.62,6065600.0
79.35,80.0,77.03,77.28,5874500.0,0.0,1.0,79.35,80.0,77.03,77.28,5874500.0
78.28,79.05,75.01,76.15,6204400.0,0.0,1.0,78.28,79.05,75.01,76.15,6204400.0
76.7,80.0,76.7,79.17,5974500.0,0.0,1.0,76.7,80.0,76.7,79.17,5974500.0
78.42,82.53,78.41,81.7,5754400.0,0.0,1.0,78.42,82.53,78.41,81.7,5754400.0
83.15,84.3,82.8,82.97,8802400.0,0.0,1.0,83.15,84.3,82.8,82.97,8802400.0
82.0,83.17,81.32,82.52,6846600.0,0.0,1.0,82.0,83.17,81.32,82.52,6846600.0
82.21,84.47,81.5,84.26,6717300.0,0.0,1.0,82.21,84.47,81.5,84.26,6717300.0
81.13,83.46,80.51,81.1,6588900.0,0.0,1.0,81.13,83.46,80.51,81.1,6588900.0
81.3,82.15,79.55,80.68,7425800.0,0.0,1.0,81.3,82.15,79.55,80.68,7425800.0
79.55,80.79,77.63,79.64,7140100.0,0.0,1.0,79.55,80.79,77.63,79.64,7140100.0
80.45,82.15,79.52,80.51,7393300.0,0.0,1.0,80.45,82.15,79.52,80.51,7393300.0
79.0,79.89,76.0,76.3,11310100.0,0.0,1.0,79.0,79.89,76.0,76.3,11310100.0
75.44,76.07,72.62,74.66,11840500.0,0.0,1.0,75.44,76.07,72.62,74.66,11840500.0
74.9,76.12,73.21,73.33,7104100.0,0.0,1.0,74.9,76.12,73.21,73.33,7104100.0
72.21,74.23,70.52,73.62,10292500.0,0.0,1.0,72.21,74.23,70.52,73.62,10292500.0
74.05,74.41,71.38,71.44,7044400.0,0.0,1.0,74.05,74.41,71.38,71.44,7044400.0
72.35,73.84,70.52,72.0,4248200.0,0.0,1.0,72.35,73.84,70.52,72.0,4248200.0
72.37,74.4,70.76,72.49,7355500.0,0.0,1.0,72.37,74.4,70.76,72.49,7355500.0
72.2,75.49,71.75,75.04,7916000.0,0.0,1.0,72.2,75.49,71.75,75.04,7916000.0
74.6,74.9,70.48,70.61,6912100.0,0.0,1.0,74.6,74.9,70.48,70.61,6912100.0
70.7,71.77,67.99,70.63,9941600.0,0.0,1.0,70.7,71.77,67.99,70.63,9941600.0
69.75,69.99,66.74,68.54,7930000.0,0.0,1.0,69.75,69.99,66.74,68.54,7930000.0
69.31,69.5,65.59,66.28,9021300.0,0.0,1.0,69.31,69.5,65.59,66.28,9021300.0
65.7,68.62,62.99,67.03,11342100.0,0.0,1.0,65.7,68.62,62.99,67.03,11342100.0
66.94,72.75,66.84,71.84,12038900.0,0.0,1.0,66.94,72.75,66.84,71.84,12038900.0
71.2,72.38,67.7368,72.11,9597400.0,0.0,1.0,71.2,72.38,67.7368,72.11,9597400.0
69.89,70.84,68.4,69.12,8298000.0,0.0,1.0,69.89,70.84,68.4,69.12,8298000.0
69.16,69.8,66.3,68.48,6896900.0,0.0,1.0,69.16,69.8,66.3,68.48,6896900.0
67.21,69.14,65.88,67.97,8795800.0,0.0,1.0,67.21,69.14,65.88,67.97,8795800.0
67.78,72.07,67.4646,70.54,17916200.0,0.0,1.0,67.78,72.07,67.4646,70.54,17916200.0
76.33,82.38,76.29,78.72,30996600.0,0.0,1.0,76.33,82.38,76.29,78.72,30996600.0
79.7,80.939,78.12,78.31,9150700.0,0.0,1.0,79.7,80.939,78.12,78.31,9150700.0
77.09,78.31,74.86,75.98,10480200.0,0.0,1.0,77.09,78.31,74.86,75.98,10480200.0
76.49,78.8,76.16,78.21,6770900.0,0.0,1.0,76.49,78.8,76.16,78.21,6770900.0
78.6,79.85,76.42,78.21,7567300.0,0.0,1.0,78.6,79.85,76.42,78.21,7567300.0
76.75,78.17,76.1,76.34,5300700.0,0.0,1.0,76.75,78.17,76.1,76.34,5300700.0
76.36,76.49,74.05,75.75,4774500.0,0.0,1.0,76.36,76.49,74.05,75.75,4774500.0
76.0,77.3,75.01,75.71,4498200.0,0.0,1.0,76.0,77.3,75.01,75.71,4498200.0
77.0,79.52,76.52,79.11,7794600.0,0.0,1.0,77.0,79.52,76.52,79.11,7794600.0
78.63,78.63,76.73,78.09,6406100.0,0.0,1.0,78.63,78.63,76.73,78.09,6406100.0
77.01,78.05,76.0,76.95,5444800.0,0.0,1.0,77.01,78.05,76.0,76.95,5444800.0
76.78,81.21,76.29,80.51,9162700.0,0.0,1.0,76.78,81.21,76.29,80.51,9162700.0
80.18,91.75,79.78,88.09,25070200.0,0.0,1.0,80.18,91.75,79.78,88.09,25070200.0
87.32,88.48,86.1,87.25,8026500.0,0.0,1.0,87.32,88.48,86.1,87.25,8026500.0
86.28,88.25,84.54,86.69,7208800.0,0.0,1.0,86.28,88.25,84.54,86.69,7208800.0
85.71,88.75,85.22,88.03,6901700.0,0.0,1.0,85.71,88.75,85.22,88.03,6901700.0
88.28,89.53,86.26,86.4,6871600.0,0.0,1.0,88.28,89.53,86.26,86.4,6871600.0
